No.,Page,Source PDF,Question,Choice A,Choice B,Choice C,Choice D,Choice E if there is,Correct Answer,Explanation,Exam Type,Subject Category,Difficulty,Has Image,Image Reference,Status,Notes
1131,26,1. FILIPINO LET 60 ITEMS WITH RATIONALIZATION.pdf,Ang pinakatanyag sa dulang isinulat ni Julian Cruz Balmaseda ay ang _____________.,Sa Bunganga ng Pating,Ang Piso ni Anita,Isang Kualtang Abaka,Dahil sa Anak,,A,Ito ang popular na kuwento Julian Crux Balmaseda.,Both,Filipino,Cannot Determine,No,,Ready for Upload,Filipino LET reviewer with correct letter and rationale immediately after each item. Correct answer and rationale are embedded after the item.
1132,26,1. FILIPINO LET 60 ITEMS WITH RATIONALIZATION.pdf,Ang kalipunan ng mga tula mula kina Huseng Sisiw at Balagtas hanggang sa makabagong makata ay ipinalimbag ni Alejandro G. Abadilla ay ang _________________.,Buhay at Iba pang Tula,Tanagabadilla,Ako ang Daigdig,Parnasong Tagalog,,D,Ito ay kalipunan ng tula na nalimbag ni Abadilla na mula kina Huseng Sisiw at Balagtas.,Both,Filipino,Cannot Determine,No,,Ready for Upload,Filipino LET reviewer with correct letter and rationale immediately after each item. Correct answer and rationale are embedded after the item.
1133,27,1. FILIPINO LET 60 ITEMS WITH RATIONALIZATION.pdf,"Si Jose Corazon De Jesus, ang pangunahing makatang liriko ng panulaang Tagalog ay lalong kilala sa tawag na __________________.",Huseng Sisiw,Batukaling,Huseng Batute,Taga-Ilog,,A,"Ito ang bansag kay Jose Corazon de Jesus. Hala gaod tayo, pagod ay tiisin Ang lahat ng hirap, pag-aralang bathin, Palayu-layo man, kung ating ibigin Daig ang malapit na ayaw lakbayin",Both,Filipino,Cannot Determine,No,,Ready for Upload,Filipino LET reviewer with correct letter and rationale immediately after each item. Correct answer and rationale are embedded after the item.
1134,28,1. FILIPINO LET 60 ITEMS WITH RATIONALIZATION.pdf,Ang awit na ito ay tinatawag ____________.,Oyay,Tikam,Soliranin,Kundiman,,C,Ito ay awit sa pamamangka. Palay siyang matino Nang Humangi’y yumuko Ngunit muling tumayo Nagkabunga ng ginto (Halaw sa “PALAY” ni Ildefonso Santos),Both,Filipino,Cannot Determine,No,,Ready for Upload,Filipino LET reviewer with correct letter and rationale immediately after each item. Correct answer and rationale are embedded after the item.
1135,28,1. FILIPINO LET 60 ITEMS WITH RATIONALIZATION.pdf,Anong uri ito ng tula?,Elehiya,Soneto,Oda,Tanaga,,D,Ito ay uri ng tula na may 4 na taludtod at 7 pantig sa bawat taludtod. Sa mata’y dilim At hindi pa liwanag Ang tumatabing.,Both,Filipino,Cannot Determine,No,,Ready for Upload,Filipino LET reviewer with correct letter and rationale immediately after each item. Correct answer and rationale are embedded after the item.
1136,29,1. FILIPINO LET 60 ITEMS WITH RATIONALIZATION.pdf,Anong uri ng tula ito?,Pantun,Haiku,Tanaga,May sukat at tugma,,B,"Ito ay tulang may 17 pantig na nahahati sa 3 taludtod. At buhat noon, tinawag na Banahaw ang malaking bundok na yaon sa gitna ng Luzon. Gayon din ang bayan ng Lukban at Tayabas na nagmula sa pangalang Bayabas at Lukban, na ang mga magulang ni Limbas",Both,Filipino,Cannot Determine,No,,Ready for Upload,Filipino LET reviewer with correct letter and rationale immediately after each item. Correct answer and rationale are embedded after the item.
1137,29,1. FILIPINO LET 60 ITEMS WITH RATIONALIZATION.pdf,Ang talata sa itaas ay wakas ng isang _____________.,Alamat,Pabula,Kuwentong Bayan,Mitolohiya,,,,Both,Filipino,Cannot Determine,No,,Needs Answer,Filipino LET reviewer with correct letter and rationale immediately after each item. No embedded answer found.
1138,29,1. FILIPINO LET 60 ITEMS WITH RATIONALIZATION.pdf,Alin sa mga ito ang karaniwang nasasaksihan sa paglalamay sa patay at paligsahan sa pangngatwiran sa paraang patula?,Duplo,Karagatan,Juego de Prenda,Balagtasan,,A,Ito ay katulad ng isang debate sa paraang patula na ginagawa sa lamayan ng patay.,Both,Filipino,Cannot Determine,No,,Ready for Upload,Filipino LET reviewer with correct letter and rationale immediately after each item. Correct answer and rationale are embedded after the item.
1139,30,1. FILIPINO LET 60 ITEMS WITH RATIONALIZATION.pdf,Alin sa mga maikling kuwentong ito ang unang nagwagi ng Carlos Palanca Memorial Awards,Mabangis na Lungsod,Sampaguitang Walang Bango,Kuwento ni Mabuti,Lihim ng isang Pulo,,C,Ito ay sinulat ni Genoveva Edrosa Matute na nagkamit ng unang Palanca Award.,Both,Filipino,Cannot Determine,No,,Ready for Upload,Filipino LET reviewer with correct letter and rationale immediately after each item. Correct answer and rationale are embedded after the item.
1140,30,1. FILIPINO LET 60 ITEMS WITH RATIONALIZATION.pdf,Ang dulang ito ay itinuturing na drama simboliko noong 1903.,Nena at Neneng,Sampaguitang Walang Bango,"Kahapon, Ngayon at Bukas",Lihim ng isang Pulo,,C,"Ito ay simbolo ng pananakop ng Kastila, Amerikano, at Hapon sa Pilipinas.",Both,Filipino,Cannot Determine,No,,Ready for Upload,Filipino LET reviewer with correct letter and rationale immediately after each item. Correct answer and rationale are embedded after the item.
1141,31,1. FILIPINO LET 60 ITEMS WITH RATIONALIZATION.pdf,Sa tulang ito pinahalagahan ni Jose Rizal ang mga kabataang Pilipino.,Sa Aking mga Kabata,Mi Ultimo Adios,Filipino Dentro de Cien anos,Ala Juventud Filipino,,D,Sa tulang ito sinabi ni Rizal na ang kabataan ay pag-asa ng bayan.,Both,Filipino,Cannot Determine,No,,Ready for Upload,Filipino LET reviewer with correct letter and rationale immediately after each item. Correct answer and rationale are embedded after the item.
1142,31,1. FILIPINO LET 60 ITEMS WITH RATIONALIZATION.pdf,"Ano ang anyo ng salitang may salungguhit sa, “ Ang magtanim ng hangin, bagyo ang aanihin.”",Pandiwa,Pawatas,Pangngalan,Pang-abay,,A,Ito ay salitang nagbibigay kilos.,Both,Filipino,Cannot Determine,No,,Ready for Upload,Filipino LET reviewer with correct letter and rationale immediately after each item. Correct answer and rationale are embedded after the item.
1143,31,1. FILIPINO LET 60 ITEMS WITH RATIONALIZATION.pdf,Ano ang pokus ng pandiwang nagluluto?,Layon,Tagaganap,Tagatanggap,Sanhi,,B,Ito ay pokus ng tagaganap dahil sa panlaping nag.,Both,Filipino,Cannot Determine,No,,Ready for Upload,Filipino LET reviewer with correct letter and rationale immediately after each item. Correct answer and rationale are embedded after the item.
1144,32,1. FILIPINO LET 60 ITEMS WITH RATIONALIZATION.pdf,Sa ________ ng gabi gaganapin ang pulong sa mga manunulat.,Ika-walo,Ika-8,Ika 8,Ikawalo,,B,Ginagamit ang gitling kung numero ang kasunod nito.,Both,Filipino,Cannot Determine,No,,Ready for Upload,Filipino LET reviewer with correct letter and rationale immediately after each item. Correct answer and rationale are embedded after the item.
1145,32,1. FILIPINO LET 60 ITEMS WITH RATIONALIZATION.pdf,Kunin mo ang walis at ________ at maglilinis ako.,Pangdakot,Pandakot,Pamdakot,Pang-dakot,,B,"Ang PAN ay sinusundan ng mga titik d,l,r,s,t sa pagbabagong morpoponemiko.",Both,Filipino,Cannot Determine,No,,Ready for Upload,Filipino LET reviewer with correct letter and rationale immediately after each item. Correct answer and rationale are embedded after the item.
1146,32,1. FILIPINO LET 60 ITEMS WITH RATIONALIZATION.pdf,Ang isang maliit na pangkat ng formal o makabuluhang katangian na nauugnay sa partikular na uri ng katangiang sosyo- sitwasyonal,idyolek,varayti,mode,rehistro,,B,"Ang varayti ay anyo ng wika na mauuri sa dalawa, permanente at pansamantala na may kanya-kanyang katangian.",Both,Filipino,Cannot Determine,No,,Ready for Upload,Filipino LET reviewer with correct letter and rationale immediately after each item. Correct answer and rationale are embedded after the item.
1147,33,1. FILIPINO LET 60 ITEMS WITH RATIONALIZATION.pdf,Ang mga mata ng may matataas na tungkulin ay maagap sa pagbibigay ng ulat. Ano ang kumakatawan sa salitang nasalungguhitan?,gamit sa paningin,maganda,espiya,matitikas,,C,Ang mga mata ay talinghaga na kumakatawan sa espiya.,Both,Filipino,Cannot Determine,No,,Ready for Upload,Filipino LET reviewer with correct letter and rationale immediately after each item. Correct answer and rationale are embedded after the item.
1148,1,1. FINAL COACHING.pdf,The child fainted in your class because she has not eaten her breakfast. What is the best thing for you to do in this situation?,Ignore the situation,Comfort the child,Give the child food,Call the parent,,C,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,BEED-BSED final coaching; correct answers are marked inline with bullet symbols where available. Correct choice is marked inline in the PDF.
1149,1,1. FINAL COACHING.pdf,"Who perpetuated the idea that reason is superior to experience as a source of knowledge, thus schools must develop human reason?",Humanist,Stoics,Hedonists,Rationalists,,D,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,BEED-BSED final coaching; correct answers are marked inline with bullet symbols where available. Correct choice is marked inline in the PDF.
1150,1,1. FINAL COACHING.pdf,"Faith, hope, and love are values now and forever whether they will be valued by people or not. Upon what philosophy is this anchored?",Idealism,Existentialism,Realism,Pragmatism,,A,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,BEED-BSED final coaching; correct answers are marked inline with bullet symbols where available. Correct choice is marked inline in the PDF.
1151,1,1. FINAL COACHING.pdf,"When teachers are convinced that it is best to teach students the skill to adapt to change since change is the only thing permanent in this world, they subscribe to the philosophy of",Realism,Existentialism,Pragmatism,Idealism,,A,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,BEED-BSED final coaching; correct answers are marked inline with bullet symbols where available. Correct choice is marked inline in the PDF.
1152,1,1. FINAL COACHING.pdf,The old adage “Do not do to others what you want others do to you” is a teaching of,Lao Tse,Confucius,Mohammad,Buddha,,B,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,BEED-BSED final coaching; correct answers are marked inline with bullet symbols where available. Correct choice is marked inline in the PDF.
1153,1,1. FINAL COACHING.pdf,"If the student is encouraged to develop himself to the fullest, which of Maslow’s hierarchy of needs should be satisfied?",safely needs,Physiological needs,Belongingness,Self actualization,,D,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,BEED-BSED final coaching; correct answers are marked inline with bullet symbols where available. Correct choice is marked inline in the PDF.
1154,1,1. FINAL COACHING.pdf,Which is unethical for teachers to do?,obeying the legitimate policy of the school administration,cordial relation parents,refusing to serve in worthwhile neighborhood activities as these will adversely affect her teaching,conferring with the next of kin about the problems and needs of a student,,D,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,BEED-BSED final coaching; correct answers are marked inline with bullet symbols where available. Correct choice is marked inline in the PDF.
1155,1,1. FINAL COACHING.pdf,Which characteristic of a good test will pupils will assured of when a teacher constructs a table of specification for test construction purpose?,Scorability,Reliability,Economy,Content validity,,D,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,BEED-BSED final coaching; correct answers are marked inline with bullet symbols where available. Correct choice is marked inline in the PDF.
1156,1,1. FINAL COACHING.pdf,Which of the following is the most important contribution of Gestalt psychology to the theories of learning?,Cognitive insights,Use of the multimedia approaches,Concept of readiness,Importance of reinforcement in the learning process,,B,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,BEED-BSED final coaching; correct answers are marked inline with bullet symbols where available. Correct choice is marked inline in the PDF.
1157,1,1. FINAL COACHING.pdf,Which of the following could produce more than one value?,mean,mode,median,mean of grouped data,,B,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,BEED-BSED final coaching; correct answers are marked inline with bullet symbols where available. Correct choice is marked inline in the PDF.
1158,1,1. FINAL COACHING.pdf,Which statement on test result interpretation is CORRECT?,a raw score by itself is meaningful,A student’s score is a final indication of his ability,The use of statistical technique gives meaning to pupil’s score,Test scores do not in any way reflect teacher’s effectiveness,,C,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,BEED-BSED final coaching; correct answers are marked inline with bullet symbols where available. Correct choice is marked inline in the PDF.
1159,1,1. FINAL COACHING.pdf,This embodies the teacher’s duties and responsibilities as well as the proper behaviour in performing them?,Content,Concurrent Visit For more Pdf's Books Pdfbooksforum.com PDFBOOKSFORUM.COM St. Louis Review Center - Cebu Tel. no. (032) 255-6705/ 254-9269 2,Criterion,Construct,,A,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,BEED-BSED final coaching; correct answers are marked inline with bullet symbols where available. Correct choice is marked inline in the PDF.
1160,2,1. FINAL COACHING.pdf,Which applies when there are extreme scores?,The median will not be very reliable measure of central tendency,The mode will be the most reliable measure of central tendency,There is no reliable measure of central tendency,The mean will not be very reliable measure of central tendency,,D,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,BEED-BSED final coaching; correct answers are marked inline with bullet symbols where available. Correct choice is marked inline in the PDF.
1161,2,1. FINAL COACHING.pdf,What does a negatively skewed score contribution imply?,The scores congregate on the left side of the normal contribution curve,The scores are widespread,The students must be academically poor,The score congregate on the right side of the normal contribution curve,,D,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,BEED-BSED final coaching; correct answers are marked inline with bullet symbols where available. Correct choice is marked inline in the PDF.
1162,2,1. FINAL COACHING.pdf,"The more in direct the classroom instruction, the more ______________ it is.",Topic focused,Student centered,Teacher centered,Individualized,,B,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,BEED-BSED final coaching; correct answers are marked inline with bullet symbols where available. Correct choice is marked inline in the PDF.
1163,2,1. FINAL COACHING.pdf,Which terms to the act of educating a child with special education needs partially in a special education classroom and partially in regular classroom?,Mainstreaming,Inclusion,Individualization,Head Start,,A,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,BEED-BSED final coaching; correct answers are marked inline with bullet symbols where available. Correct choice is marked inline in the PDF.
1164,2,1. FINAL COACHING.pdf,It is good to give students challenging and creative tasks because,development is aided by stimulation,the development of individual is unique,development is effective by cultural changes,development is the individual’s choice,,A,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,BEED-BSED final coaching; correct answers are marked inline with bullet symbols where available. Correct choice is marked inline in the PDF.
