No.,Original No.,Page,Source PDF,Source Path,Question,Passage Reference,Question Image Reference,Choice A,Choice A Image Reference,Choice B,Choice B Image Reference,Choice C,Choice C Image Reference,Choice D,Choice D Image Reference,Choice E,Choice E Image Reference,Correct Answer,Explanation,LET Exam Type,Subject Area,Topic,Difficulty,Has Image,Duplicate Of,Confidence,Status,Notes
1551,419,53,Yellowbook.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/H. YELLOW BOOK 2026/Yellowbook.pdf,"The Kyoto protocol, which requires countries to reduce greenhouse emission, is a practice that advocates _______.",,,Environmental protection,,Ecological destruction,,,,,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Incomplete,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently.
1552,420,53,Yellowbook.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/H. YELLOW BOOK 2026/Yellowbook.pdf,Which is true of metalloids?,,,Have properties of both metals and non-metals,,Conduct heat and electricity less effectively than non-metals,,,,,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Incomplete,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently.
1553,421,53-54,Yellowbook.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/H. YELLOW BOOK 2026/Yellowbook.pdf,An atom of silicon has a mass number of 28 and an atomic number of 14. How many protons are in this atom?,,,28,,14 GENERAL EDUCATION,,,,,,,,,,Both,General Education,Chemistry,Cannot Determine,No,,0.47,Incomplete,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently.
1554,422,54,Yellowbook.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/H. YELLOW BOOK 2026/Yellowbook.pdf,"Element X has an electron configuration of 1S2 2S2 2P2. Based on information, element X belongs to a/an ______ family.",,,Coinage,,Halogen,,,,,,,,,,Both,General Education,Chemistry,Cannot Determine,No,,0.47,Incomplete,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently.
1555,423,54,Yellowbook.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/H. YELLOW BOOK 2026/Yellowbook.pdf,A toothpick can sit on the surface of water due to,,,Surface tension,,Buoyancy,,,,,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Incomplete,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently.
1556,424,54,Yellowbook.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/H. YELLOW BOOK 2026/Yellowbook.pdf,"When the North Pole is tilted towards the sun, it is summer and when the sun shines all the time both day and night, what is this called?",,,Midnight sun,,Northern light,,,,,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Incomplete,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently.
1557,425,54,Yellowbook.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/H. YELLOW BOOK 2026/Yellowbook.pdf,What type of clouds produce thunderstorms,,,Cumulonimbus,,Stratus,,,,,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Incomplete,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently.
1558,426,54,Yellowbook.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/H. YELLOW BOOK 2026/Yellowbook.pdf,What is a pyroclastic flow?,,,Poisonous gas of a volcano,,"A mixture of volcanic gas, ash and other tephra",,,,,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Incomplete,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently.
1559,427,54,Yellowbook.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/H. YELLOW BOOK 2026/Yellowbook.pdf,Rock fragments thrown into the air during a volcanic eruption are called:,,,Lava,,Tephra,,,,,,,,,,Both,General Education,Earth Science,Cannot Determine,No,,0.47,Incomplete,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently.
1560,428,54,Yellowbook.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/H. YELLOW BOOK 2026/Yellowbook.pdf,Which among the following properties is a measure of how easily a mineral can be scratched?,,,Luster,,Hardness,,,,,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Incomplete,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently.
1561,429,54-55,Yellowbook.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/H. YELLOW BOOK 2026/Yellowbook.pdf,What is the numerical value for the hardest mineral on the Mohs hardness scale?,,,10,,20 GENERAL EDUCATION,,,,,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Incomplete,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently.
1562,430,55,Yellowbook.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/H. YELLOW BOOK 2026/Yellowbook.pdf,What part of the Earth is thought to be composed of iron and nickel?,,,Lithosphere,,Core,,,,,,,,,,Both,General Education,Earth Science,Cannot Determine,No,,0.47,Incomplete,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently.
1563,431,55,Yellowbook.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/H. YELLOW BOOK 2026/Yellowbook.pdf,What is the partially molten layer of the Earth called?,,,Asthenosphere,,Lithosphere,,,,,,,,,,Both,General Education,Earth Science,Cannot Determine,No,,0.47,Incomplete,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently.
1564,432,55,Yellowbook.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/H. YELLOW BOOK 2026/Yellowbook.pdf,"If there are several earthquakes in a row, what is the name of the largest of these earthquakes",,,Mainshock,,Tertiary shock,,,,,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Incomplete,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently.
1565,433,55,Yellowbook.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/H. YELLOW BOOK 2026/Yellowbook.pdf,What is the location on the Earth’s surface that is directly above the place where an earthquake originates?,,,Epicenter,,Fault,,,,,,,,,,Both,General Education,Earth Science,Cannot Determine,No,,0.47,Incomplete,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently.
1566,434,55,Yellowbook.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/H. YELLOW BOOK 2026/Yellowbook.pdf,Fats do not dissolve in water because fats _____.,,,Are nonpolar and water is polar,,Are polar and water is nonpolar,,,,,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Incomplete,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently.
1567,435,55,Yellowbook.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/H. YELLOW BOOK 2026/Yellowbook.pdf,Breaking up solid speeds dissolving in a liquid by _______.,,,Raising the temperature,,Increasing surface area,,,,,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Incomplete,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently.
1568,436,55,Yellowbook.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/H. YELLOW BOOK 2026/Yellowbook.pdf,The amount of substance having 6.02x1023 of any kind of chemical unit is called a(n):,,,Mass number,,Mole,,,,,,,,,,Both,General Education,Chemistry,Cannot Determine,No,,0.47,Incomplete,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently.
1569,437,55,Yellowbook.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/H. YELLOW BOOK 2026/Yellowbook.pdf,"According to the modern periodic law, the chemical properties of the elements are periodic functions of their _____.",,,Atomic mass,,Atomic number,,,,,,,,,,Both,General Education,Chemistry,Cannot Determine,No,,0.47,Incomplete,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently.
1570,438,55-56,Yellowbook.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/H. YELLOW BOOK 2026/Yellowbook.pdf,A horizontal row of elements on the Periodic Table is known as a(n):,,,Period or series,,Group or family GENERAL EDUCATION,,,,,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Incomplete,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently.
1571,439,56,Yellowbook.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/H. YELLOW BOOK 2026/Yellowbook.pdf,"If no more solute can be dissolved in a solvent at a given temperature, then that solution is called:",,,Saturated,,Saturable,,,,,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Incomplete,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently.
1572,440,56,Yellowbook.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/H. YELLOW BOOK 2026/Yellowbook.pdf,What intermolecular forces do geckos and other lizards use to stick to walls and ceilings?,,,Static ionic attractions,,Van der Waals forces,,,,,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Incomplete,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently.
1573,441,56,Yellowbook.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/H. YELLOW BOOK 2026/Yellowbook.pdf,Salts of which of the following metals are added to fireworks to make them brilliant red?,,,Copper,,Strontium,,,,,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Incomplete,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently.
1574,442,56,Yellowbook.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/H. YELLOW BOOK 2026/Yellowbook.pdf,"Alchemists in ancient Egypt tested gold for purity by remelting it and heating it. If the gold became whiter, it contained:",,,Lead,,Silver,,,,,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Incomplete,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently.
1575,443,56,Yellowbook.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/H. YELLOW BOOK 2026/Yellowbook.pdf,Which of the following is an example of a fungus?,,,Yeast,,Euglenoids,,,,,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Incomplete,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently.
1576,444,56,Yellowbook.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/H. YELLOW BOOK 2026/Yellowbook.pdf,Which among the following elements can be drawn into thin wires and hammered into thin sheets?,,,Cu,,Ag,,,,,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Incomplete,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently.
1577,445,56,Yellowbook.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/H. YELLOW BOOK 2026/Yellowbook.pdf,A molecule or an ion is classified as a Lewis base if it has which of the following properties?,,,Accepts a proton from water,,Donates a proton to water,,,,,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Incomplete,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently.
1578,446,56-57,Yellowbook.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/H. YELLOW BOOK 2026/Yellowbook.pdf,Which among the following has the most polar bond?,,,N2,,HF GENERAL EDUCATION,,,,,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Incomplete,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently.
1579,447,57,Yellowbook.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/H. YELLOW BOOK 2026/Yellowbook.pdf,Which of the following best describes the amount of energy required to remove an electron from a gaseous atom?,,,Ionization energy,,Activation energy,,,,,,,,,,Both,General Education,Chemistry,Cannot Determine,No,,0.47,Incomplete,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently.
1580,448,57,Yellowbook.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/H. YELLOW BOOK 2026/Yellowbook.pdf,What does a pH below 7 indicate?,,,Acidity,,Alkalinity,,,,,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Incomplete,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently.
1581,449,57,Yellowbook.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/H. YELLOW BOOK 2026/Yellowbook.pdf,Which among the following gases is green in color?,,,Krypton,,Chlorine,,,,,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Incomplete,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently.
1582,450,57,Yellowbook.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/H. YELLOW BOOK 2026/Yellowbook.pdf,The manager of textile factory considers it too expensive to treat liquid wastes so he suggested digging a hole near the factory where the wastes can be stored. Is this environmentally safe?,,,"No, the liquid wastes will mix to the groundwater.",,"No, the liquid can be recycled.",,,,,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Incomplete,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently.
1583,451,57,Yellowbook.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/H. YELLOW BOOK 2026/Yellowbook.pdf,Why are nights cooler when the sky is clear than when it is overcast?,,,Cooler air holds less vapour,,There is no cloud cover to prevent heat from escaping,,,,,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Incomplete,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently.
1584,452,57-58,Yellowbook.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/H. YELLOW BOOK 2026/Yellowbook.pdf,Water covers 75% of the Earth’s surface and yet some people still do not have enough water to drink. Why? 1. Most of world’s water is salty 2. Most of our bodies of water are polluted by chemicals 3. Most freshwater are frozen in ice caps,,,Become mentally retarded,,Have weak bones GENERAL EDUCATION,,,,,,,,,,Both,General Education,Earth Science,Cannot Determine,No,,0.47,Incomplete,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently.
1585,454,58,Yellowbook.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/H. YELLOW BOOK 2026/Yellowbook.pdf,The correct way of eating fruits is when eaten ______.,,,With an empty stomach,,After meals,,,,,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Incomplete,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently.
1586,455,58,Yellowbook.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/H. YELLOW BOOK 2026/Yellowbook.pdf,An eclipse of the sun throws the shadow of the _____.,,,Moon on the earth,,Moon on the sun,,,,,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Incomplete,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently.
1587,456,58,Yellowbook.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/H. YELLOW BOOK 2026/Yellowbook.pdf,"The following are effects of global warming, except:",,,Changes in the aiming of seasonal patterns in ecosystem,,Expansion of tropical diseases,,,,,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Incomplete,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently.
1588,457,58,Yellowbook.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/H. YELLOW BOOK 2026/Yellowbook.pdf,"John experienced a lack of growth hormone (GH) as a child. Now that John is an adult, it is likely that he:",,,"Has normal adult body proportions, but an extremely short stature",,"Is of normal height, but has child-like body proportions",,,,,,,,,,Both,General Education,Child Development,Cannot Determine,No,,0.47,Incomplete,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently.
