No.,Original No.,Page,Source PDF,Source Path,Question,Passage Reference,Question Image Reference,Choice A,Choice A Image Reference,Choice B,Choice B Image Reference,Choice C,Choice C Image Reference,Choice D,Choice D Image Reference,Choice E,Choice E Image Reference,Correct Answer,Explanation,LET Exam Type,Subject Area,Topic,Difficulty,Has Image,Duplicate Of,Confidence,Status,Notes
678,9,2,Values Education Part 2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 2.pdf,One of the following does not belong to the spiritual faculties of man:,,,Conscience,,Will,,Intellect,,Passion,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Values Education,Values Education,3,No,34,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
679,10,2,Values Education Part 2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 2.pdf,Which of the following is/are considered the effective child-rearing practice/s? I. Totally accept the child for what she/he is II. Depend strongly the child’s conviction III. Reinforce good behavior by reward IV. Spend time with the child,,,I and IV,,IV only,,I only,,"I, II, and III",,,,C,Correct answer sourced from the PDF answer key: C.,LET Secondary,Values Education,Values Education,3,No,35,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
680,11,2,Values Education Part 2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 2.pdf,Which of the following value integration approaches is done when the teachers is asked to add an any activity to the lessons plan that a particular value is touched?,,,Unnatural integration,,Natural integration,,Vertical integration,,Eclectic integration,,,,D,Correct answer sourced from the PDF answer key: D.,LET Secondary,Values Education,Values Education,3,No,36,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
681,12,2,Values Education Part 2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 2.pdf,Which of the following situation could the true essence of nationalism be reinforced among the learners using the inculcation approach?,,,Mobilizing the learners to join rallies of national concerns,,Promoting the use of locally made products to help the Philippine economy.,,Providing moral dilemma situation on the issue of going abroad as the OFW’s,,Telling the students to speak in Filipino at all times regardless of the situation,,,,D,Correct answer sourced from the PDF answer key: D.,LET Secondary,Values Education,Values Education,3,No,37,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
682,13,2,Values Education Part 2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 2.pdf,Which of the following is violated by entertainment programs as a vehicle for moral recovery?,,,Design films that have social relevance,,Making films that upholds social values,,Producing films that exhibit human exploitation,,Encouraging the educated and trained to be involved in movie industry,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Values Education,Values Education,3,No,38,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
683,14,3,Values Education Part 2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 2.pdf,"What is amplified by this statement; “Bill Gates, one of the richest men in the world, had made a great contribution by introducing the computer in all business, industries an schools”?",,,Non material change,,Technological change,,Social change,,Cultural change,,,,D,Correct answer sourced from the PDF answer key: D.,LET Secondary,Values Education,Values Education,3,No,39,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
684,15,3,Values Education Part 2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 2.pdf,"Values formation begins with reality though the external sense, these images of reality are personal through ________.",,,Careful planning for the training of the child,,Education of the child through his/her environment,,Recognition of the weakness and strengths of the child,,The knowing faculties of internal senses and intellect of the child,,,,A,Correct answer sourced from the PDF answer key: A.,LET Secondary,Values Education,Values Education,3,No,40,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
685,16,3,Values Education Part 2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 2.pdf,Which of the following signify human nature according to theory of Hobbes? Human being are:,,,Composed of body and soul,,Physical objects,,Moral agent,,Vegetative,,,,A,Correct answer sourced from the PDF answer key: A.,LET Secondary,Values Education,Values Education,3,No,41,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
686,17,3,Values Education Part 2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 2.pdf,Which virtue aids one to face life’s difficulties and trials?,,,Justice,,Prudence,,Temperance,,Fortitude,,,,A,Correct answer sourced from the PDF answer key: A.,LET Secondary,Values Education,Values Education,3,No,42,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
687,18,3,Values Education Part 2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 2.pdf,One way to raise one’s level of cognitive consciousness or awareness is to begin thinking with:,,,Teaching as a process,,“if-then” logical paradigm,,Dynamic interaction,,The “Pros-Cons” technique,,,,C,Correct answer sourced from the PDF answer key: C.,LET Secondary,Values Education,Values Education,3,No,43,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
688,19,3,Values Education Part 2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 2.pdf,The cognitive aspect of the valuing process wherein the individual has a full understanding of the consequences of each option being considered is:,,,Prizing and cherishing,,Choosing freely,,Choosing from alternatives,,Choosing reflective,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Values Education,Values Education,3,No,44,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
689,20,3,Values Education Part 2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 2.pdf,The main reason for pursuing all other value is:,,,That man’s personhood is transcendent,,The inner worth of the human person,,The each person is endowed with faculty of free choice,,That each individual capable of rising above the materials.,,,,D,Correct answer sourced from the PDF answer key: D.,LET Secondary,Values Education,Values Education,3,No,45,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
690,21,3,Values Education Part 2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 2.pdf,Values have a social function when:,,,They become the vehicle for the transmission of learning,,"Commonly held values unite families, tribe, societies and nation",,The process is not just cognitive but involves all the faculties of the learner,,They have a direct and immediate relevance to the personal life of the learner,,,,C,Correct answer sourced from the PDF answer key: C.,LET Secondary,Values Education,Values Education,3,No,46,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
691,22,4,Values Education Part 2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 2.pdf,The Affective Cognitive Experiences for Self Direction Methodology:,,,Defend on the learner’s creativity,,Constitute the content of values education,,Increase the teachers wealth of experiences,,Make use of the experiential and the confluent learning approaches,,,,A,Correct answer sourced from the PDF answer key: A.,LET Secondary,Values Education,Values Education,3,No,47,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
692,23,4,Values Education Part 2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 2.pdf,"At the core of the valuing process is an ongoing process of using one’s Innate capacities and potentials in full, creative and joyful ways called:",,,Self direction,,Introspection,,Self actualization,,Symbolic self completion,,,,A,Correct answer sourced from the PDF answer key: A.,LET Secondary,Values Education,Values Education,3,No,48,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
693,24,4,Values Education Part 2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 2.pdf,The supreme and overarching value that characterizes education on the basis of the foregoing philosophy of the human person is:,,,Human personality,,Human dignity,,Human conscience,,Human body,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Values Education,Values Education,3,No,49,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
694,25,4,Values Education Part 2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 2.pdf,Which of the following is/are condition/s to economic efficiency? I. Deep sense of work ethics II. The use of capital for family enterprises III. Accelerated productivity through job efficiency IV. Self-reliance and discipline economy,,,"I, III and IV",,II and IV,,"II, III and IV",,I and II,,,,D,Correct answer sourced from the PDF answer key: D.,LET Secondary,Values Education,Values Education,3,No,50,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
695,1,1,Values Education Part 3.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 3.pdf,What approach is used when a science teacher emphasizes the value of intellectual honesty and respect for the emergence of new knowledge in teaching science concepts and acquiring scientific skills?,,,Values integration,,Value analysis,,Values inculcation,,Values clarification,,,,C,Correct answer sourced from the PDF answer key: C.,LET Secondary,Values Education,Values Education,3,No,600,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
696,2,1,Values Education Part 3.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 3.pdf,The family is still and the most dominating factor affecting values development because:,,,Parents are always the best role models,,Values are the first taught and caught in the family,,The family and home environment are roots of the Filipinos character,,The conduct of the Filipino is very much determined by the social values of the family,,,,C,Correct answer sourced from the PDF answer key: C.,LET Secondary,Values Education,Values Education,3,No,,0.96,Ready for Upload,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
697,3,1,Values Education Part 3.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 3.pdf,"For the goal of developing a sense of integrity and accountability, government officials and employees should:",,,Keep performance records,,Be given value clarification seminars,,"Get rid of useless, meaningless rules",,"Be given recognition, awards or incentives",,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Values Education,Values Education,3,No,601,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
698,4,1,Values Education Part 3.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 3.pdf,Which of the following operative Filipino Values most specifically need some modification so that they can propel other values for the common good and social justice?,,,Obedience and respect to leaders,,Utangnaloob and pakikisama,,Ningas cogon and bahala,,Hospitality and bayanihan,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Values Education,Values Education,3,No,602,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
699,5,1,Values Education Part 3.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 3.pdf,Values Education requires parents to fulfill three main goals except on:,,,To instruct in universal truths and moral principles,,To help from a delicate and certain conscience,,To encourage the practice of virtues,,To view a child as mini adult,,,,C,Correct answer sourced from the PDF answer key: C.,LET Secondary,Values Education,Values Education,3,No,603,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
700,6,1,Values Education Part 3.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 3.pdf,The following are the task of politicians except one:,,,To be brave and dutiful,,"Not only to lead, but to educate citizens as well",,To sponsor and encourage people to behave in a certain way,,"To manipulate the political system, to ensure order accordance w/ the existing laws",,,,D,Correct answer sourced from the PDF answer key: D.,LET Secondary,Values Education,Values Education,3,No,604,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
