No.,Original No.,Page,Source PDF,Source Type,Source Path,Question,Passage Reference,Question Image Reference,Choice A,Choice A Image Reference,Choice B,Choice B Image Reference,Choice C,Choice C Image Reference,Choice D,Choice D Image Reference,Choice E,Choice E Image Reference,Correct Answer,Explanation,LET Exam Type,Subject Area,Topic,Difficulty,Has Image,Duplicate Of,Confidence,Status,Notes
2575,60,15-16,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,"Teacher Angel, aside from being a competent teacher, is also a community leader in their place. Which of the following should Teacher Angel not do as a teacher?",,,Develop projects that will benefit the community,,Participate actively in the activities of the community,,Beseech donations from philanthropists in the community,,Make herself detached to everyone in the community so that her decisions will have no influence of community politics.,,,,D,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2576,61,16,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,"Cris is a sophomore student who complains to his teacher about his failing grade. When his teacher recomputed his grade, he found out that he committed an error in his grade computation. The teacher decided not to accept the erroneous computation before Cris and so leave the failing grade for the fear that he may lose credibility. Is this morally right?",,,"No, the reason for not accepting the error before Cris is a sign of weakness.",,"No, the end does not justify the means.",,"Yes, the end justifies the means.",,"Yes, as a teacher you must maintain your credibility.",,,,A,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2577,62,16,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,"Teacher Wendell knows of the illegal activities of Mr. Cordero, his neighbour but keeps quite in order not to be involved in any investigation. Which foundational principles of morality does Teacher Wendell fail to apply?",,,The end does not justify the means,,Te end justifies the means,,Always do what is right,,"Between two evils, do the lesser evil.",,,,C,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2578,63,16,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,Which of the following action of Teacher Ford is an INAPPROPRIATE way to manage off-task behaviour?,,,Redirect a child’s attention to task and check his progress to make sure he is continuing to work.,,Make eye contact to communicate what you wish to communicate.,,Move closer to the child to make him feel your presence.,,Stop your class activity to correct a child who is no longer on task.,,,,D,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2579,64,16-17,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,"Teacher Filemon is convinced that whenever a student performs a desired behaviour, provide reinforcement and soon the student learns to perform the behaviour on his own. On which principle is Teacher Filemon’s conviction based?",,,Environmentalism,,Behaviorism,,Cognitivism,,Constructivism,,,,B,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2580,65,17,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,"Ms. Paguiligan wants to report on Ms. Sandoval’s act of immorality doesn’t have the courage to confront her. To end the illicit affair with a married man, Ms. Paguiligan writes and secretly distributes copies of her anonymous letter against her fellow teachers. What should have been done instead?",,,Ask a third party to write the anonymous letter to prevent her from being involved.,,Talk to the married man with whom Ms. Sandoval is having an illicit affair.,,If the charge is valid; present such charge under oath before her school head.,,Secretly give anonymous letter only to the people concerned.,,,,C,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2581,66,17,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,"Principal Jon asked his good teachers to write modular lesson in Filipino, then he had them published with his name printed as author. Which is unethical in this case?",,,He was exclusive beneficiary of the royalty from the modules.,,He had modular lessons published when they worth publishing.,,He got the merit which was due for his teacher-writers.,,He burdened the teachers with work not related to teaching.,,,,C,,LET Secondary,Filipino,Reading Comprehension,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2582,67,17-18,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,Teacher Tonette aks one of her students “What do you want to become when you grow up?”. This question is an indication of what kind of philosophy,,,Progressivism,,Naturalism,,Existentialism,,Idealism,,,,D,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2583,68,18,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,Student Anton pursues a degree in Education to fulfil his dream of becoming a Teacher. This action demonstrates this kind of philosophy.,,,Progressivism,,Perennialism,,Realism,,Reconstructivism,,,,C,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2584,69,18,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,The “banking concept in education” viewed student as:,,,Clear account to be filled up by the teacher,,Dormant account to be activated by the teacher,,Wobble account to be balanced by the teacher,,All of the above,,,,A,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2585,70,18,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,Mrs. Cristobal is admired for being an effective classroom manager. She is not only friendly but at the same time be _____.,,,Confident,,Businesslike,,Analytical,,Buddy-buddy,,,,B,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2586,71,18,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,"Teacher Divine, a teacher for thirty-two years, refuses to attend seminars. She claims that her thirty-two years of teaching is more than all the seminars she is asked to attend. Are her actuation and thinking in accordance with the Code of Ethics for Professional Teachers?",,,"No, non-attendance to seminars would mean no increase in salary.",,"No, a professional teacher, regardless of teaching experience, ought to go through continuing process of education.",,"Yes, because she taught for thirty-two years and may have mastered the traded.",,"Yes, provided she has an excellent performance rating.",,,,B,,LET Secondary,Social Studies,Ethics,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2587,72,18-19,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,Teacher Riean has not only explained the concept of Philosophy of Education but also imparted this to her students. This demonstrates what kind of philosophy?,,,Baturalism,,Idealism,,Realism,,Perennialism,,,,C,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2588,73,19,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,Which of the following would be the most fitting action of a teacher who is having a relationship with his/her student?,,,Deny the relationship,,Enjoy the relationship while it lasts,,Defer the relationship until they are ready to admit it,,Continue the relationship and exercise utmost professional discretion about this.,,,,D,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2589,74,19,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,Ms. Lopez is a sickly teacher. She gets to school even late and not feeling well. What provision in RA 7836 does she violate?,,,"Teachers must be devoted, honest and punctual in performing their duty",,"Teachers should be physically, mentally and morally fit to teach",,Teachers should manifest genuine enthusiasm and pride in teaching as a noble profession,,All of the above.,,,,B,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2590,75,19,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,Teacher Helen’s class is engage in problem solving activity which in a way is a reflection of the personal and social experiences. The purpose of this activity is for the students to acquire the skills that can help them in solving their own real-life problems. What philosophy can best describe this?,,,Realism,,Idealism,,Progressivism,,Existentialism,,,,C,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2591,76,19-20,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,"Teacher Cris views his students as a unique, free choosing and responsible individuals. He encourages them to develop their own individualities. What philosophy Teacher Cris adhere to?",,,Humanism,,Existentialism,,Reconstructivism,,Essentialism,,,,B,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2592,77,20,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,"In the Social Science class of Ms. Macatangay, students identify the various social and economic problems that require urgent solutions. They not only discuss the ways to address it but also agreed to participate in solving them. Wthat kind of philosophy does this class uphold?",,,Naturalism,,Constructivism,,Nationalism,,Reconstructivism,,,,D,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2593,78,20,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,"A curriculum should only include those that have survived the test of time and combine the symbols of literature, history and mathematics. Thus, curriculum like this contains values that are constant and universal. What philosophy describes this kind of curriculum?",,,Idealism,,Prennialism,,Humanism,,Essentialism,,,,B,,LET Secondary,Curriculum Development,Assessment Tools,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
