No.,Source PDF,Source Path,Original No.,Page,Question,Choice A,Choice B,Choice C,Choice D,Choice E if there is,Correct Answer,Explanation,Exam Type,Subject Category,Topic Slug,Difficulty,Has Image,Image Reference,Image Path,Status,Notes
451,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,25,142,Which of the following is classified as being a “Head of the Family” for income tax purposes?,a married individual with dependents,an unmarried individual with dependents,a married individual without dependents,an unmarried individual without dependents,,B,Correct answer is marked in red in the source PDF: B.,Both,General Information,constitution,2,No,,,Ready for Upload,Constitution. sub_topic:phil-government
452,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,26,142,"What Act implements the mandate for the “State to make essential goods, health and other social services available to all the people at affordable cost?”",Land Reform Program,Generics Act,Resettlement Act,Freedom Act,,B,Correct answer is marked in red in the source PDF: B.,Both,General Information,constitution,2,No,,,Ready for Upload,Constitution. sub_topic:phil-government
453,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,27,142-143,Which of the following is true about elective local officials?,The term of office is three years,Barangay officials’ term of office is indefinite,An official may be reelected indefinitely,An official may not serve for less than three terms,,A,Correct answer is marked in red in the source PDF: A.,Both,General Information,constitution,2,No,,,Ready for Upload,Constitution. sub_topic:phil-government
454,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,28,143,What may be classified as alienable lands of the public domain?,forest,mineral lands,national park,agricultural lands,,D,Correct answer is marked in red in the source PDF: D.,Both,General Information,constitution,2,No,,,Ready for Upload,Constitution. sub_topic:phil-government
455,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,29,143,What is the maximum equity for aliens in a corporation or association in the exploration development and utilization of natural resources?,60%,40%,50%,30%,,B,Correct answer is marked in red in the source PDF: B.,Both,General Information,constitution,2,No,,,Ready for Upload,Constitution. sub_topic:phil-government
456,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,30,143,What is recognized by the State as the foundation of the nation?,barangay,community,family,municipality,,C,Correct answer is marked in red in the source PDF: C.,Both,General Information,constitution,2,No,,,Ready for Upload,Constitution. sub_topic:phil-government
457,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,1,144,3 6 9 12 15,2,18,22,20,,B,Correct answer is marked in red in the source PDF: B.,Both,Analytical Ability,number-series,2,No,,,Ready for Upload,Inductive Reasoning. sub_topic:number-series-sub
458,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,2,144,C E G I K,L,M,N,O,,B,Correct answer is marked in red in the source PDF: B.,Both,Analytical Ability,number-series,2,No,,,Ready for Upload,Inductive Reasoning. sub_topic:number-series-sub
459,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,3,144,I K M O Q,R,T,S,P,,C,Correct answer is marked in red in the source PDF: C.,Both,Analytical Ability,number-series,2,No,,,Ready for Upload,Inductive Reasoning. sub_topic:number-series-sub
460,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,4,144,B D F H J,L,M,N,P,,A,Correct answer is marked in red in the source PDF: A.,Both,Analytical Ability,number-series,2,No,,,Ready for Upload,Inductive Reasoning. sub_topic:number-series-sub
461,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,5,144,10 17 26 37,48,49,50,51,,C,Correct answer is marked in red in the source PDF: C.,Both,Analytical Ability,number-series,2,No,,,Ready for Upload,Inductive Reasoning. sub_topic:number-series-sub
462,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,6,145,37 50 65 82,98,99,100,101,,D,Correct answer is marked in red in the source PDF: D.,Both,Analytical Ability,number-series,2,No,,,Ready for Upload,Inductive Reasoning. sub_topic:number-series-sub
463,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,7,145,3 9 5 25 8 64 12 144,15,17,20,16,,B,Correct answer is marked in red in the source PDF: B.,Both,Analytical Ability,number-series,2,No,,,Ready for Upload,Inductive Reasoning. sub_topic:number-series-sub
464,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,8,145,AB EF IJ MN,OP,PQ,QR,RS,,C,Correct answer is marked in red in the source PDF: C.,Both,Analytical Ability,number-series,2,No,,,Ready for Upload,Inductive Reasoning. sub_topic:number-series-sub
465,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,9,145,ZY WV TS QP,NM,ML,LK,KJ,,A,Correct answer is marked in red in the source PDF: A.,Both,Analytical Ability,number-series,2,No,,,Ready for Upload,Inductive Reasoning. sub_topic:number-series-sub
466,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,10,145,DC HG LK PO,OP,RQ,SR,TS,,D,Correct answer is marked in red in the source PDF: D.,Both,Analytical Ability,number-series,2,No,,,Ready for Upload,Inductive Reasoning. sub_topic:number-series-sub
467,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,11,145-146,1 2 5 6 11 12 19 20,25,27,29,31,,C,Correct answer is marked in red in the source PDF: C.,Both,Analytical Ability,number-series,2,No,,,Ready for Upload,Inductive Reasoning. sub_topic:number-series-sub
468,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,12,146,4 9 5 11 6 13 7 15,19,9,8,17,,C,Correct answer is marked in red in the source PDF: C.,Both,Analytical Ability,number-series,2,No,,,Ready for Upload,Inductive Reasoning. sub_topic:number-series-sub
469,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,13,146,6 12 36 72 216,250,300,400,432,,D,Correct answer is marked in red in the source PDF: D.,Both,Analytical Ability,number-series,2,No,,,Ready for Upload,Inductive Reasoning. sub_topic:number-series-sub
470,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,14,146,A C C F F F,J,G,K,V,,A,Correct answer is marked in red in the source PDF: A.,Both,Analytical Ability,number-series,2,No,,,Ready for Upload,Inductive Reasoning. sub_topic:number-series-sub
471,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,15,146,1 2 6 12 36,50,52,70,72,,D,Correct answer is marked in red in the source PDF: D.,Both,Analytical Ability,number-series,2,No,,,Ready for Upload,Inductive Reasoning. sub_topic:number-series-sub
472,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,16,146,H H L L P P T T,V,X,Y,Z,,B,Correct answer is marked in red in the source PDF: B.,Both,Analytical Ability,number-series,2,No,,,Ready for Upload,Inductive Reasoning. sub_topic:number-series-sub
473,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,17,146-147,E F H G I J,LK,JL,KM,MN,,A,Correct answer is marked in red in the source PDF: A.,Both,Analytical Ability,number-series,2,No,,,Ready for Upload,Inductive Reasoning. sub_topic:number-series-sub
474,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,18,147,6 12 7 11 8 10,13,7,10,9,,D,Correct answer is marked in red in the source PDF: D.,Both,Analytical Ability,number-series,2,No,,,Ready for Upload,Inductive Reasoning. sub_topic:number-series-sub
475,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,19,147,A C F J O,T,U,S,R,,B,Correct answer is marked in red in the source PDF: B.,Both,Analytical Ability,number-series,2,No,,,Ready for Upload,Inductive Reasoning. sub_topic:number-series-sub
476,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,20,147,B DE GHI,MNDP,LMNO,JKLM,KLMN,,D,Correct answer is marked in red in the source PDF: D.,Both,Analytical Ability,number-series,2,No,,,Ready for Upload,Inductive Reasoning. sub_topic:number-series-sub
477,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,21,147,A B C D E F,J,I,H,G,,D,Correct answer is marked in red in the source PDF: D.,Both,Analytical Ability,number-series,2,No,,,Ready for Upload,Inductive Reasoning. sub_topic:number-series-sub
478,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,22,147-148,N O P Q R S,W,V,U,T,,D,Correct answer is marked in red in the source PDF: D.,Both,Analytical Ability,number-series,2,No,,,Ready for Upload,Inductive Reasoning. sub_topic:number-series-sub
479,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,23,148,3 8 48 55 440,448,449,450,451,,B,Correct answer is marked in red in the source PDF: B.,Both,Analytical Ability,number-series,2,No,,,Ready for Upload,Inductive Reasoning. sub_topic:number-series-sub
480,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,24,148,16 12 17 11 18,7,9,10,12,,C,Correct answer is marked in red in the source PDF: C.,Both,Analytical Ability,number-series,2,No,,,Ready for Upload,Inductive Reasoning. sub_topic:number-series-sub
481,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,25,148,29 58 29 145 29,231,232,233,234,,B,Correct answer is marked in red in the source PDF: B.,Both,Analytical Ability,number-series,2,No,,,Ready for Upload,Inductive Reasoning. sub_topic:number-series-sub
482,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,26,148,MZ KX IV GT,ER,FS,DQ,CP,,A,Correct answer is marked in red in the source PDF: A.,Both,Analytical Ability,number-series,2,No,,,Ready for Upload,Inductive Reasoning. sub_topic:number-series-sub
483,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,27,148,LO KP JQ IR HS,GT,FU,EV,DW,,A,Correct answer is marked in red in the source PDF: A.,Both,Analytical Ability,number-series,2,No,,,Ready for Upload,Inductive Reasoning. sub_topic:number-series-sub
484,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,28,148-149,G F I H K,J,M,L,O,,A,Correct answer is marked in red in the source PDF: A.,Both,Analytical Ability,number-series,2,No,,,Ready for Upload,Inductive Reasoning. sub_topic:number-series-sub
485,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,29,149,AZ BY CX DW EV,GT,FU,HS,IR,,B,Correct answer is marked in red in the source PDF: B.,Both,Analytical Ability,number-series,2,No,,,Ready for Upload,Inductive Reasoning. sub_topic:number-series-sub
486,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,30,149,396 384 370 354 336,318,314,316,314,,C,Correct answer is marked in red in the source PDF: C.,Both,Analytical Ability,number-series,2,No,,,Needs Review,Inductive Reasoning. Duplicate answer-choice text detected. sub_topic:number-series-sub
487,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,31,149,15 17 18 21 22,23,25,24,26,,D,Correct answer is marked in red in the source PDF: D.,Both,Analytical Ability,number-series,2,No,,,Ready for Upload,Inductive Reasoning. sub_topic:number-series-sub
488,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,32,149,7 21 14 42 42,84,96,124,126,,D,Correct answer is marked in red in the source PDF: D.,Both,Analytical Ability,number-series,2,No,,,Ready for Upload,Inductive Reasoning. sub_topic:number-series-sub
489,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,33,149,314 321 322 330 332,340,341,342,343,,B,Correct answer is marked in red in the source PDF: B.,Both,Analytical Ability,number-series,2,No,,,Ready for Upload,Inductive Reasoning. sub_topic:number-series-sub
490,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,34,150,F21 H19 K16 O12 T7,A26,Z1,X3,B25,,B,Correct answer is marked in red in the source PDF: B.,Both,Analytical Ability,number-series,2,No,,,Ready for Upload,Inductive Reasoning. sub_topic:number-series-sub
